id,loan_approval
16985,1
33707,1
86174,1
95574,1
11453,1
41194,1
19405,1
16518,1
44097,1
3713,1
55333,1
98717,1
74049,1
2666,1
94640,1
17098,1
60811,1
80949,1
72377,1
43454,1
102794,1
75929,1
41452,1
12256,1
54781,1
89089,1
77570,1
93484,1
86074,1
32877,1
102433,1
42357,1
68091,1
52351,1
10830,1
58413,1
29812,1
83441,1
4301,1
25142,1
21334,1
59827,1
50201,1
8351,1
23069,1
86987,1
64831,1
5019,1
102340,1
43528,1
74355,1
90235,1
84998,1
5373,1
23124,1
80987,1
29426,1
51986,1
103304,1
71961,1
12987,1
12702,1
86958,1
75168,1
15728,1
11519,1
39897,1
47174,1
27673,1
58257,1
9487,1
32305,1
46115,1
71386,1
19476,1
36018,1
59624,1
39949,1
50484,1
104440,1
91952,1
41368,1
68797,1
100013,1
3321,1
8370,1
88190,1
23166,1
89756,1
40993,1
50944,1
51047,1
104087,1
94081,1
39233,1
62522,1
60989,1
38386,1
101775,1
95677,1
28848,1
104772,1
40047,1
42496,1
13346,1
19125,1
28606,1
75950,1
64957,1
100573,1
65920,1
1544,1
10913,1
97054,1
26429,1
36674,1
51557,1
54224,1
97796,1
30934,1
73286,1
99323,1
30574,1
31873,1
72620,1
77823,1
35701,1
1335,1
40783,1
20374,1
46595,1
46271,1
88909,1
82420,1
30369,1
11531,1
48672,1
103081,1
3090,1
52354,1
50639,1
11837,1
101879,1
11252,1
104815,1
24139,1
5556,1
92420,1
89364,1
86241,1
12715,1
78886,1
100472,1
59758,1
15835,1
78860,1
81498,1
69286,1
13976,1
7266,1
26410,1
95435,1
65610,1
32531,1
77361,1
70992,1
40457,1
16028,1
92814,1
49870,1
36405,1
28201,1
95639,1
48432,1
40002,1
63356,1
29874,1
85085,1
48498,1
52519,1
23446,1
29458,1
14640,1
63638,1
41534,1
45313,1
35113,1
104484,1
18812,1
54920,1
73993,1
17826,1
28925,1
64179,1
22343,1
2528,1
25727,1
17196,1
44555,1
31654,1
26181,1
22414,1
70408,1
85682,1
58705,1
74086,1
27471,1
59930,1
77654,1
27136,1
28254,1
22485,1
40592,1
29755,1
18977,1
48949,1
39953,1
81306,1
42055,1
103517,1
28187,1
78709,1
33980,1
13957,1
81063,1
4638,1
66669,1
98790,1
100294,1
104017,1
3100,1
73955,1
19411,1
78814,1
49679,1
84739,1
41937,1
48365,1
2060,1
2396,1
75181,1
70210,1
29550,1
30095,1
56488,1
5884,1
35065,1
86114,1
17997,1
72124,1
51702,1
78647,1
80914,1
49338,1
36147,1
36349,1
25111,1
54605,1
51106,1
70097,1
30202,1
55005,1
9759,1
32279,1
37077,1
82744,1
62687,1
37531,1
44474,1
16663,1
93540,1
34016,1
64507,1
53094,1
43207,1
5350,1
6523,1
76642,1
83325,1
14139,1
102684,1
41468,1
76385,1
23190,1
48338,1
14520,1
36785,1
13760,1
55383,1
95203,1
76222,1
7024,1
44598,1
76006,1
76225,1
57034,1
57268,1
73093,1
33977,1
38828,1
46327,1
81033,1
26452,1
41973,1
38019,1
55990,1
90265,1
8793,1
84499,1
15087,1
85208,1
66041,1
84032,1
44149,1
10606,1
33730,1
87714,1
94660,1
82354,1
9181,1
103322,1
60924,1
19035,1
94301,1
30083,1
32029,1
29276,1
34,1
56621,1
95559,1
60809,1
41051,1
93586,1
79177,1
67227,1
68546,1
61731,1
103314,1
94927,1
7893,1
75351,1
15682,1
58785,1
57770,1
18679,1
38229,1
20977,1
46823,1
17988,1
4771,1
36323,1
19350,1
3462,1
21427,1
49100,1
48970,1
39889,1
103567,1
53785,1
104303,1
60112,1
23418,1
75103,1
4379,1
104356,1
74133,1
35547,1
22424,1
14183,1
65687,1
21981,1
81458,1
63274,1
76057,1
91368,1
42312,1
25453,1
77795,1
49004,1
71471,1
31367,1
24108,1
23878,1
72181,1
16421,1
86922,1
4472,1
1738,1
102961,1
69390,1
103108,1
75924,1
9500,1
55944,1
20815,1
43581,1
52979,1
78858,1
60560,1
73837,1
59584,1
48782,1
51521,1
96210,1
65137,1
56075,1
37146,1
1127,1
89445,1
57288,1
61898,1
65134,1
27400,1
76089,1
91491,1
51552,1
37293,1
62740,1
16387,1
12721,1
29948,1
71536,1
6134,1
90268,1
3965,1
76763,1
32710,1
11731,1
79639,1
62504,1
52505,1
53954,1
45029,1
58454,1
92621,1
26025,1
80053,1
69338,1
21155,1
34513,1
9791,1
63629,1
42876,1
45116,1
73977,1
36942,1
30730,1
9757,1
12682,1
12492,1
89100,1
33504,1
53541,1
85354,1
36759,1
94324,1
6001,1
69379,1
3780,1
4370,1
93097,1
101718,1
18992,1
13050,1
18009,1
6739,1
28158,1
46135,1
93692,1
52830,1
36464,1
75014,1
31535,1
23621,1
31216,1
11143,1
50704,1
32669,1
34838,1
89409,1
85619,1
82572,1
38049,1
23583,1
89405,1
77021,1
6773,1
41294,1
84969,1
50450,1
80239,1
95982,1
65376,1
22103,1
1641,1
72461,1
39984,1
71433,1
41313,1
22602,1
39730,1
79017,1
56278,1
48524,1
87699,1
91689,1
9937,1
61246,1
74574,1
71055,1
75288,1
84324,1
55102,1
104751,1
74068,1
5621,1
64391,1
65500,1
34856,1
91543,1
2152,1
92172,1
27262,1
22276,1
49863,1
35339,1
58392,1
75617,1
69490,1
94878,1
27432,1
45716,1
103122,1
98259,1
6256,1
47680,1
94216,1
37120,1
38422,1
104699,1
7756,1
6937,1
26605,1
10621,1
6047,1
101902,1
50770,1
6409,1
28457,1
31131,1
29800,1
75438,1
24330,1
20542,1
53182,1
3775,1
39184,1
18356,1
44004,1
37821,1
24265,1
52331,1
28103,1
57925,1
35303,1
99325,1
2588,1
64717,1
22331,1
25689,1
38707,1
45722,1
6027,1
94863,1
69007,1
9115,1
44529,1
98371,1
80690,1
48387,1
89190,1
77589,1
99241,1
37373,1
40642,1
48191,1
98979,1
23014,1
100706,1
11428,1
105235,1
64385,1
103532,1
63887,1
64287,1
20840,1
6716,1
97403,1
80931,1
92964,1
28887,1
52176,1
4572,1
45981,1
29334,1
33053,1
103902,1
6319,1
100777,1
65966,1
170,1
12403,1
14632,1
90222,1
2596,1
58618,1
15203,1
41240,1
86642,1
20084,1
75744,1
66435,1
56882,1
30539,1
71449,1
55106,1
43198,1
15449,1
51596,1
9572,1
102807,1
35272,1
33883,1
91023,1
25370,1
55592,1
9440,1
100223,1
72141,1
2655,1
73110,1
29335,1
93960,1
69293,1
97261,1
103438,1
88699,1
68820,1
33208,1
64043,1
88934,1
96802,1
42253,1
89721,1
66625,1
57200,1
38496,1
46003,1
92270,1
84482,1
4582,1
75089,1
26650,1
54335,1
100378,1
85625,1
20665,1
91904,1
55419,1
95410,1
56639,1
69965,1
19979,1
3383,1
76020,1
31359,1
12300,1
55065,1
62407,1
20833,1
45611,1
55906,1
57378,1
59775,1
85778,1
60724,1
5807,1
15901,1
34716,1
39788,1
104892,1
97679,1
26245,1
79898,1
96512,1
81050,1
52904,1
46858,1
1164,1
68036,1
61540,1
105328,1
67130,1
101721,1
5597,1
51090,1
29970,1
63868,1
2798,1
59888,1
67392,1
48653,1
10268,1
22040,1
64991,1
8421,1
78652,1
35742,1
93633,1
31978,1
36351,1
3419,1
51244,1
20059,1
27170,1
12801,1
68008,1
28616,1
35850,1
51757,1
74446,1
65899,1
39048,1
34738,1
5709,1
97106,1
30862,1
39204,1
84079,1
69426,1
4277,1
12315,1
102257,1
42116,1
8801,1
104099,1
15607,1
53539,1
38081,1
11840,1
42543,1
85406,1
99598,1
43635,1
75938,1
104334,1
57227,1
16887,1
69428,1
42565,1
51074,1
49457,1
79415,1
27323,1
26060,1
295,1
23933,1
38738,1
47186,1
35665,1
28154,1
97258,1
9945,1
104194,1
15855,1
47229,1
48173,1
20716,1
26879,1
105238,1
72562,1
33510,1
5668,1
18088,1
20322,1
6525,1
8605,1
101838,1
15041,1
20248,1
105211,1
64998,1
75130,1
11223,1
33040,1
29304,1
87078,1
7318,1
61418,1
70131,1
42646,1
38781,1
31996,1
83918,1
34001,1
79657,1
12238,1
21208,1
15413,1
15715,1
72648,1
104483,1
96155,1
83808,1
45849,1
23271,1
101334,1
102202,1
100841,1
34803,1
67968,1
65993,1
31343,1
55752,1
75866,1
46370,1
66882,1
86686,1
78487,1
51736,1
28322,1
94436,1
82474,1
15894,1
75629,1
8632,1
23791,1
44178,1
57810,1
90150,1
7273,1
100195,1
37779,1
10684,1
75445,1
21485,1
3052,1
45400,1
101778,1
79564,1
87858,1
64911,1
6506,1
28919,1
21596,1
35786,1
32477,1
61196,1
42296,1
52311,1
98897,1
102,1
23118,1
102660,1
92740,1
19314,1
65096,1
30907,1
71359,1
5794,1
81005,1
55826,1
352,1
33817,1
47392,1
79511,1
63315,1
45033,1
36670,1
45252,1
87963,1
93982,1
19010,1
34664,1
78502,1
67863,1
85588,1
82766,1
86805,1
3967,1
69081,1
23853,1
28531,1
26066,1
1592,1
37712,1
84728,1
86909,1
19431,1
15687,1
7290,1
70503,1
18864,1
75135,1
9519,1
103513,1
100898,1
79416,1
85969,1
22613,1
13421,1
80099,1
3218,1
78393,1
99810,1
50681,1
66204,1
6438,1
84238,1
64070,1
19426,1
91967,1
46022,1
49736,1
22484,1
91077,1
47858,1
32700,1
51434,1
52243,1
78762,1
29506,1
20963,1
85517,1
12655,1
64875,1
54745,1
77644,1
7516,1
50712,1
76670,1
82441,1
5915,1
20667,1
99479,1
89043,1
68899,1
49538,1
38453,1
55764,1
65915,1
102431,1
67431,1
60783,1
21428,1
47480,1
40561,1
105119,1
65286,1
76500,1
66168,1
62479,1
91888,1
68172,1
30711,1
71960,1
9032,1
93107,1
33720,1
101300,1
37013,1
33592,1
31130,1
58456,1
67890,1
10594,1
86236,1
78623,1
70748,1
59474,1
34454,1
12209,1
79515,1
18732,1
62938,1
102998,1
4621,1
36916,1
72811,1
104610,1
72957,1
41038,1
20949,1
82791,1
42350,1
81921,1
686,1
31261,1
96501,1
100989,1
22611,1
101496,1
20879,1
57826,1
27330,1
4027,1
64259,1
21694,1
30598,1
40854,1
49739,1
78439,1
103917,1
22607,1
59552,1
71911,1
91943,1
104773,1
29883,1
47972,1
19880,1
64858,1
94540,1
101472,1
25177,1
8469,1
77916,1
29718,1
27147,1
31813,1
68724,1
57047,1
36991,1
69923,1
23173,1
54390,1
45253,1
43496,1
7786,1
47300,1
57528,1
40506,1
18025,1
104948,1
36302,1
64792,1
88,1
82198,1
10205,1
98963,1
97936,1
100783,1
27553,1
97613,1
25073,1
17286,1
60998,1
105089,1
87469,1
37600,1
64341,1
44748,1
58338,1
37986,1
69501,1
66286,1
504,1
74545,1
54056,1
22662,1
104220,1
22183,1
39451,1
2606,1
28200,1
47056,1
103204,1
21087,1
105280,1
27478,1
37055,1
14418,1
33864,1
65841,1
16853,1
59463,1
91319,1
56049,1
41356,1
96298,1
58177,1
86070,1
34785,1
100744,1
29374,1
97958,1
81854,1
82255,1
71577,1
73671,1
84840,1
99039,1
11240,1
7219,1
101772,1
32805,1
14626,1
104803,1
5251,1
69535,1
97090,1
4079,1
104372,1
99298,1
89645,1
82894,1
98999,1
49176,1
60736,1
25726,1
86395,1
99421,1
12245,1
94528,1
72429,1
78633,1
9291,1
20850,1
7694,1
78192,1
40784,1
32431,1
18345,1
9562,1
73360,1
45186,1
30696,1
88893,1
85322,1
20578,0
50062,1
92407,1
24056,1
9358,1
31527,1
43882,1
71477,1
26045,1
82048,1
67203,1
23636,1
6444,1
4660,1
90525,1
76100,1
92062,1
67598,1
90888,1
16905,1
80437,1
56578,1
5582,1
79363,1
104143,1
29179,1
22120,1
60776,1
96352,1
15991,1
72543,1
34121,1
69527,1
22623,1
99717,1
61748,1
86078,1
90897,1
8122,1
31397,1
77869,1
8145,1
63722,1
68976,1
3093,1
51572,1
22065,1
43062,1
9734,1
11792,1
40497,1
75177,1
59214,1
28055,1
101942,1
103836,1
29636,1
75691,1
86661,1
26021,1
65428,1
55154,1
91197,1
81250,1
98280,1
54834,1
57850,1
99668,1
28510,1
20824,1
69778,1
95548,1
43979,1
50392,1
3919,1
43757,1
47090,1
41658,1
77986,1
77705,1
61750,1
42741,1
63958,1
47332,1
71762,1
31299,1
100541,1
66941,1
82333,1
52666,1
28579,1
48319,1
78007,1
26131,1
73929,1
37298,1
24584,1
38889,1
51144,1
8753,1
26568,1
82937,1
81802,1
74380,1
24582,1
54878,1
70568,1
1070,1
5015,1
60609,1
52931,1
21345,1
100684,1
104882,1
46001,1
54763,1
13256,1
45681,1
67349,1
105244,1
71676,1
82458,1
16879,1
37913,1
66265,1
37412,1
57614,1
94167,1
102486,1
56038,1
30036,1
83279,1
13078,1
88770,1
43356,1
50513,1
60897,1
69684,1
86949,1
41106,1
39881,1
88653,1
97198,1
35407,1
47711,1
9281,1
31170,1
68115,1
24406,1
68282,1
95568,1
18341,1
94851,1
659,1
95201,1
92442,1
50666,1
101060,1
26758,1
64675,1
56939,1
12413,1
43125,1
92116,1
15277,1
42282,1
56740,1
40492,1
79749,1
77160,1
82300,1
69201,1
29949,1
80656,1
9794,1
84490,1
16833,1
93888,1
84113,1
7573,1
71224,1
4302,1
98374,1
94496,1
57640,1
99121,1
37715,1
5051,1
99931,1
96443,1
75290,1
103147,1
57736,1
63164,1
101985,1
16930,1
65154,1
26621,1
74404,1
95277,1
50746,1
73312,1
96805,1
56544,1
74504,1
8768,1
77447,1
3747,1
82404,1
59934,1
39393,1
72060,1
95874,1
10381,1
15815,1
59665,1
40930,1
46937,1
70950,1
2667,1
88834,1
85924,1
9387,1
25939,1
91864,1
6538,1
62778,1
39033,1
57610,1
39570,1
95217,1
41681,1
57103,1
60530,1
14132,1
4346,1
37459,1
52881,1
4180,1
91795,1
32187,1
7759,1
92398,1
41757,1
54214,1
86701,1
4569,1
25363,1
89926,1
59006,1
21756,1
74260,1
7660,1
7952,1
10714,1
104847,1
38690,1
74961,1
78458,1
13893,1
7067,1
59288,1
70142,1
104604,1
94323,1
79824,1
68838,1
35650,1
46943,1
23095,1
27882,1
66823,1
28063,1
32464,1
18803,1
94733,1
65283,1
38281,1
98984,1
50908,1
70524,1
50952,1
6412,1
91921,1
93296,1
79117,1
2219,1
70297,1
94372,1
75408,1
104634,1
49353,1
34676,1
90618,1
45350,1
99851,1
62027,1
11427,1
58948,1
29761,1
1007,1
35503,1
58268,1
1671,1
53029,1
44837,1
65239,1
34377,1
90451,1
31257,1
60923,1
29851,1
39616,1
74346,1
59609,1
56199,1
27694,1
88052,1
19215,1
68835,1
29694,1
26685,1
2070,1
26666,1
76728,1
56181,1
55524,1
63018,1
40669,1
58360,1
72498,1
26092,1
16882,1
54134,1
80952,1
5386,1
99610,1
25665,1
23848,1
35453,1
67650,1
23777,1
24451,1
15177,1
24936,1
99617,1
95888,1
69647,1
92780,1
67066,1
82111,1
28156,1
68756,1
60454,1
47561,1
13037,1
1698,1
33119,1
34868,1
94328,1
105027,1
11347,1
87601,1
30854,1
48699,1
13438,1
91403,1
1358,1
86755,1
51007,1
66801,1
40277,1
67321,1
42380,1
34863,1
1392,1
7230,1
50503,1
33052,1
92107,1
34531,1
86688,1
76036,1
42824,1
17431,1
26572,1
20769,1
12887,1
12932,1
56754,1
5314,1
42526,1
22108,1
77988,1
65796,1
26613,1
9848,1
23773,1
92649,1
99438,1
33831,1
20562,1
84910,1
20995,1
26012,1
87568,1
80249,1
68112,1
16030,1
49517,1
5433,1
32546,1
61335,1
72761,1
4516,1
61670,1
4125,1
19990,1
82601,1
101599,1
68136,1
18922,1
39920,1
85965,1
79079,1
75199,1
94126,1
55493,1
59470,1
9095,1
104122,1
83469,1
47152,1
87812,1
77461,1
7238,1
57233,1
95333,1
5215,1
78398,1
46753,1
1543,1
66456,1
68453,1
64874,1
22369,1
31902,1
11707,1
45241,1
68411,1
21748,1
84745,1
63635,1
85434,1
88647,1
25042,1
93282,1
60598,1
22942,1
42187,1
31703,1
69304,1
8913,1
52667,1
83971,1
50194,1
89547,1
105358,1
43272,1
62663,1
48354,1
35076,1
56151,1
3315,1
20980,1
36181,1
35499,1
69982,1
4862,1
10447,1
79873,1
69236,1
790,1
98973,1
39875,1
95396,1
1374,1
93207,1
73985,1
51522,1
96829,1
26430,1
78751,1
37800,1
67151,1
52524,1
90706,1
69458,1
32459,1
70125,1
80163,1
10380,1
38308,1
104566,1
37306,1
62878,1
64280,1
18307,1
14259,1
24075,1
45827,1
101302,1
45822,1
103092,1
24379,1
58330,1
29473,1
88463,1
20842,1
84877,1
14846,1
53727,1
78271,1
28294,1
45003,1
67405,1
49587,1
29351,1
19085,1
37117,1
105011,1
72335,1
86600,1
45806,1
74135,1
38340,1
36200,1
32160,1
98345,1
41503,1
11029,1
43560,1
13311,1
8247,1
68495,1
78331,1
103033,1
68598,1
87315,1
28066,1
59209,1
16015,1
16746,1
61830,1
69107,1
90319,1
91598,1
31372,1
81545,1
85526,1
104292,1
3075,1
8501,1
97614,1
22383,1
85233,1
102886,1
57531,1
81723,1
49415,1
27025,1
100188,1
16862,1
53282,1
79572,1
7680,1
13668,1
28013,1
83401,1
79853,1
65382,1
48634,1
58638,1
64680,1
59008,1
34980,1
95004,1
94000,1
63505,1
89396,1
5003,1
6383,1
38931,1
103514,1
5126,1
102983,1
39242,1
57635,1
36300,1
98744,1
61813,1
22118,1
1529,1
101097,1
12059,1
17408,1
61929,1
66338,1
93989,1
86606,1
66427,1
927,1
42970,1
62098,1
75700,1
15506,1
38946,1
62567,1
86727,1
71932,1
63793,1
98050,1
45291,1
46137,1
42600,1
80503,1
86053,1
37071,1
45841,1
80672,1
76053,1
82001,1
53567,1
32713,1
84642,1
36123,1
76339,1
87638,1
82394,1
67218,1
147,1
14604,1
97360,1
1441,1
34703,1
8633,1
42311,1
96770,1
92988,1
104670,1
68785,1
43473,1
100626,1
79120,1
3530,1
19549,1
38483,1
6094,1
46163,1
17780,1
94101,1
41280,1
804,1
54374,1
26428,1
81789,1
84981,1
76745,1
85653,1
46027,1
55949,1
13375,1
79302,1
92021,1
44627,1
47830,1
58148,1
37524,1
50671,1
53971,1
59367,1
102254,1
64397,1
59975,1
38093,1
68915,1
84743,1
41391,1
40898,1
80729,1
53477,1
58269,1
93829,1
66101,1
47992,1
78584,1
73246,1
93370,1
10153,1
9855,1
42996,1
52443,1
84466,1
33943,1
11953,1
81985,1
7609,1
69015,1
38026,1
60371,1
76206,1
81220,1
59019,1
31512,1
52039,1
91210,1
93580,1
60213,1
69632,1
70238,1
69526,1
18027,1
47441,1
27101,1
22009,1
89217,1
39725,1
50133,1
74367,1
59865,1
61381,1
91821,1
66744,1
76624,1
88441,1
33564,1
6804,1
77703,1
43097,1
100977,1
83021,1
44382,1
55619,1
57439,1
101828,1
22749,1
95432,1
102635,1
13512,1
55187,1
79626,1
11431,1
62781,1
49758,1
97487,1
13715,1
2553,1
16827,1
24290,1
64134,1
51100,1
44914,1
56748,1
79428,1
65692,1
54504,1
88576,1
91208,1
75243,1
45295,1
45570,1
56244,1
41061,1
36081,1
96271,1
79579,1
79220,1
93816,1
21924,1
66713,1
102317,1
70372,1
37397,1
5142,1
35762,1
77890,1
46407,1
101882,1
16148,1
78301,1
88509,1
84543,1
38167,1
47479,1
94201,1
12098,1
105210,1
17189,1
94391,1
91829,1
25372,1
90258,1
17913,1
25672,1
65354,1
32448,1
2238,1
80624,1
85560,1
71752,1
29807,1
53317,1
21124,1
88988,1
37476,1
6028,1
41709,1
32861,1
25576,1
14088,1
19967,1
34973,1
33869,1
63093,1
89468,1
18124,1
97611,1
4242,1
103083,1
57134,1
69270,1
43800,1
70702,1
53657,1
73891,1
100919,1
28494,1
33214,1
22842,1
84512,1
73516,1
92945,1
99947,1
67720,1
73681,1
105427,1
34341,1
69525,1
62330,1
76502,1
7097,1
34707,1
64587,1
80377,1
25860,1
79754,1
59734,1
10860,1
80569,1
50930,1
58848,1
96107,1
43739,1
59610,1
91089,1
53427,1
89265,1
61261,1
65637,1
61270,1
15079,1
90561,1
69208,1
15469,1
34109,1
69818,1
71116,1
98784,1
35960,1
18693,1
40941,1
27483,1
17091,1
2159,1
7224,1
71535,1
29121,1
44429,1
31736,1
25617,1
23269,1
7393,1
79083,1
2024,1
59055,1
71896,1
95788,1
94007,1
93147,1
23596,1
12594,1
76683,1
57203,1
10942,1
12014,1
49510,1
81138,1
66666,1
320,1
43660,1
23926,1
16992,1
1333,1
105178,1
103604,1
47546,1
77161,1
101366,1
79467,1
96082,1
48372,1
2108,1
8720,1
82549,1
75034,1
28269,1
77044,1
98420,1
365,1
15207,1
20129,1
71190,1
25239,1
100536,1
2511,1
4887,1
54371,1
48208,1
95584,1
39718,1
6684,1
19011,1
57369,1
35445,1
67719,1
48955,1
34372,1
66113,1
9322,1
101954,1
89795,1
47308,1
11273,1
4615,1
24898,1
33366,1
7429,1
43582,1
29523,1
88336,1
80033,1
43197,1
28557,1
54842,1
51763,1
11360,1
84018,1
105161,1
53575,1
536,1
88333,1
35110,1
70075,1
27779,1
80887,1
55544,1
16055,1
19120,1
59702,1
20522,1
101313,1
43962,1
81023,1
8557,1
72950,1
884,1
7198,1
7385,1
102639,1
84970,1
70205,1
33023,1
20068,1
95276,1
49891,1
24464,1
81680,1
73271,1
81125,1
8520,1
96713,1
57400,1
29937,1
50533,1
63405,1
65067,1
105457,1
64553,1
43593,1
21633,1
38845,1
27795,1
8025,1
87826,1
61401,1
21504,1
95242,1
26152,1
10609,1
20872,1
27893,1
3797,1
95085,1
24664,1
94814,1
33966,1
12477,1
34914,1
98103,1
46220,1
68956,1
93959,1
34673,1
87182,1
30386,1
46491,1
64387,1
3648,1
20041,1
73073,1
77845,1
28587,1
64432,1
13449,1
75913,1
1705,1
80841,1
90130,1
37521,1
49900,1
41189,1
43179,1
95443,1
28101,1
76112,1
51202,1
69901,1
87678,1
50883,1
60174,1
44475,1
58499,1
38786,1
85214,1
82247,1
37563,1
28036,1
31102,1
9896,1
24924,1
74796,1
96354,1
95779,1
26407,1
79864,1
77893,1
2984,1
88184,1
85186,1
61934,1
51859,1
31628,1
40149,1
57150,1
69995,1
41554,1
104682,1
33696,1
6545,1
105215,1
30739,1
60527,1
54539,1
101837,1
99878,1
57364,1
1580,1
58241,1
66647,1
29757,1
98898,1
97480,1
30235,1
11379,1
15302,1
25306,1
94493,1
39413,1
69381,1
77382,1
91027,1
32362,1
45588,1
61977,1
89406,1
1395,1
53848,1
89474,1
104012,1
6867,1
17530,1
58401,1
48493,1
56660,1
56516,1
10414,1
9803,1
64454,1
7012,1
99993,1
54195,1
84949,1
40430,1
94199,1
96581,1
35215,1
89776,1
99486,1
72985,1
100197,1
54477,1
48231,1
78638,1
1532,1
74231,1
54614,1
80549,1
10148,1
45231,1
19870,1
14530,1
83437,1
76790,1
56500,1
9233,1
71257,1
76890,1
27843,1
76104,1
49483,1
51539,1
38656,1
98105,1
1717,1
66509,1
7539,1
22550,1
37232,1
23217,1
75801,1
97742,1
83726,1
98328,1
14893,1
27621,1
94311,1
41035,1
42648,1
26654,1
97625,1
48051,1
19492,1
43281,1
83267,1
61643,1
28543,1
15411,1
57523,1
94683,1
50824,1
25101,1
9083,1
5389,1
80834,1
27416,1
91459,1
82743,1
25468,1
24925,1
84270,1
44088,1
17302,1
86460,1
28652,1
42683,1
41422,1
82590,1
56033,1
88970,1
2841,1
30605,1
8823,1
88605,1
5755,1
8279,1
76663,1
40495,1
43468,1
20780,1
56238,1
63523,1
67684,1
12537,1
58823,1
41435,1
34611,1
50343,1
100679,1
29027,1
60120,1
99019,1
18369,1
76756,1
35721,1
60665,1
26639,1
23517,1
17249,1
87048,1
51554,1
72942,1
61698,1
11062,1
24288,1
33196,1
53912,1
51260,1
38384,1
100305,1
96293,1
57499,1
94892,1
4284,1
74096,1
10250,1
38883,1
36403,1
70927,1
72460,1
28342,1
6430,1
93659,1
38403,1
791,1
17904,1
24390,1
101137,1
60205,1
13580,1
8514,1
54312,1
85799,1
49638,1
101786,1
8770,1
50070,1
22651,1
64498,1
32896,1
58230,1
78784,1
13837,1
3140,1
2208,1
43612,1
3961,1
49173,1
48664,1
30161,1
75111,1
80591,1
18886,1
34012,1
104268,1
59913,1
48393,1
46237,1
91810,1
6847,1
17799,1
16592,1
70621,1
75088,1
87949,1
84149,1
24300,1
64877,1
55976,1
60600,1
77441,1
99264,1
58403,1
44375,1
9900,1
78659,1
33075,1
34919,1
16383,1
35426,1
101660,1
79057,1
33465,1
5306,1
694,1
59933,1
81716,1
11315,1
76217,1
33804,1
45631,1
87358,1
54813,1
82799,1
89071,1
85001,1
20160,1
59651,1
90902,1
62268,1
14697,1
39983,1
47228,1
28136,1
104327,1
91518,1
92358,1
72352,1
9488,1
104366,1
9908,1
37016,1
52841,1
104181,1
1150,1
16489,1
69477,1
74117,1
64654,1
102156,1
4210,1
93393,1
90943,1
16266,1
82749,1
27106,1
83816,1
83059,1
43275,1
48926,1
45685,1
3505,1
68920,1
22139,1
87512,1
23460,1
36174,1
57731,1
48852,1
33956,1
13470,1
17500,1
17339,1
3930,1
96371,1
1399,1
25115,1
64845,1
74813,1
37507,1
54695,1
33619,1
88343,1
72113,1
97859,1
81611,1
68577,1
100937,1
27855,1
4209,1
26417,1
57271,1
33841,1
93751,1
59567,1
88788,1
102901,1
27138,1
8621,1
101221,1
10435,1
76847,1
42671,1
82854,1
21159,1
52802,1
85,1
59619,1
67941,1
6415,1
88348,1
92296,1
5694,1
22896,1
22787,1
61159,1
69315,1
26894,1
57643,1
40586,1
56913,1
16061,1
29459,1
58284,1
61638,1
53523,1
15362,1
61737,1
74943,1
45848,1
104161,1
37888,1
102955,1
76761,1
25516,1
80523,1
14989,1
77209,1
39483,1
512,1
52617,1
67584,1
101897,1
23786,1
55061,1
63604,1
47475,1
52554,1
5235,1
79949,1
9396,1
