id,loan_approval
13616,1
13620,1
13639,1
13645,1
13664,1
13684,1
13710,1
13798,1
13800,1
13804,1
13819,1
13825,1
13828,1
13956,1
13978,1
14017,1
14043,1
14052,1
14057,1
14062,1
14063,1
14081,1
14103,1
14120,1
14130,1
14136,1
14139,1
14152,1
14189,1
14255,1
14268,1
14321,1
14335,1
14338,1
14348,1
14353,1
14359,1
14361,1
14365,1
14370,1
14375,1
14415,1
14426,1
14436,1
14456,1
14463,1
14510,1
14545,1
14632,1
14640,1
14652,1
14656,1
14659,1
14679,1
14690,1
14697,1
14717,1
14720,1
14735,1
14745,1
14762,1
14767,1
14823,1
14872,1
14878,1
14901,1
14922,1
14937,1
14945,1
14978,1
15006,1
15012,1
15023,1
15033,1
15034,1
15085,1
15088,1
15162,1
15177,1
15195,1
15202,1
15209,1
15217,1
15219,1
15221,1
15246,1
15248,1
15269,1
15275,1
15294,1
15302,1
15335,1
15347,1
15349,1
15354,1
15365,1
15367,1
15400,1
15409,1
15490,1
15537,1
15577,1
15646,1
15658,1
15670,1
15674,1
15708,1
15737,1
15767,1
15843,1
15847,1
15864,1
15937,1
15949,1
15968,1
16020,1
16042,1
16051,1
16076,1
16084,1
16108,1
16148,1
16161,1
16204,1
16239,1
16265,1
16325,1
16327,1
16351,1
16386,1
16409,1
16418,1
16421,1
16426,1
16463,1
16468,1
16481,1
16518,1
16549,1
16588,1
16602,1
16619,1
16645,1
16667,1
16679,1
16689,1
16699,1
16735,1
16740,1
16771,1
16773,1
16810,1
16825,1
16858,1
16862,1
16877,1
16882,1
16887,1
16889,1
16898,1
16935,1
16992,1
17043,1
17047,1
17069,1
17072,1
17085,1
17131,1
17161,1
17163,1
17190,1
17197,1
17252,1
17261,1
17265,1
17279,1
17321,1
17339,1
17343,1
17399,1
17401,1
17431,1
17435,1
17437,1
17449,1
17458,1
17476,1
17478,1
17480,1
17506,1
17527,1
17553,1
17561,1
17565,1
17651,1
17662,1
17692,1
17714,1
17745,1
17769,1
17778,1
17795,1
17826,1
17850,1
17857,1
17902,1
17912,1
17926,1
17942,1
17952,1
17957,1
18002,1
18027,1
18033,1
18040,1
18042,1
18066,1
18191,1
18206,1
18219,1
18222,1
18305,1
18311,1
18335,1
18341,1
18372,1
18377,1
18394,1
18405,1
18416,1
18419,1
18451,1
18453,1
18471,1
18492,1
18558,1
18581,1
18604,1
18618,1
18623,1
18637,1
18644,1
18647,1
18662,1
18670,1
18705,1
18728,1
18740,1
18742,1
18750,1
18769,1
18801,1
18812,1
18844,1
18861,1
18862,1
18863,1
18870,1
18886,1
18915,1
18951,1
18964,1
18995,1
19017,1
19018,1
19029,1
19041,1
19058,1
19061,1
19085,1
19125,1
19168,1
19173,1
19175,1
19182,1
19193,1
19203,1
19221,1
19223,1
19289,1
19322,1
19365,1
19371,1
19377,1
19386,1
19389,1
19390,1
19395,1
19416,1
19419,1
19426,1
19452,1
19455,1
19458,1
19462,1
19467,1
19478,1
19487,1
19495,1
19511,1
19517,1
19523,1
19552,1
19561,1
19576,1
19587,1
19623,1
19625,1
19627,1
19644,1
19713,1
19731,1
19747,1
19781,1
19796,1
19850,1
19863,1
19877,1
19889,1
19894,1
19900,1
19902,1
19913,1
19956,1
19957,1
19988,1
20059,1
20068,1
20069,1
20095,1
20098,1
20122,1
20123,1
20149,1
20174,1
20201,1
20252,1
20258,1
20266,1
20274,1
20284,1
20292,1
20311,1
20317,1
20322,1
20347,1
20351,1
20373,1
20379,1
20474,1
20512,1
20543,1
20562,1
20588,1
20658,1
20670,1
20671,1
20673,1
20674,1
20685,1
20697,1
20721,1
20745,1
20791,1
20798,1
20806,1
20807,1
20809,1
20815,1
20826,1
20899,1
20914,1
20926,1
20938,1
20950,1
20963,1
20974,1
20988,1
21027,1
21029,1
21059,1
21068,1
21075,1
21083,1
21093,1
21095,1
21173,1
21182,1
21189,1
21198,1
21205,1
21269,1
21318,1
21360,1
21379,1
21421,1
21422,1
21464,1
21483,1
21491,1
21494,1
21527,1
21544,1
21545,1
21582,1
21586,1
21589,1
21614,1
21623,1
21675,1
21682,1
21691,1
21725,1
21755,1
21768,1
21769,1
21775,1
21859,1
21865,1
21881,1
21909,1
21911,1
21916,1
21925,1
21942,1
21965,1
21977,1
21981,1
21987,1
21990,1
22053,1
22059,1
22074,1
22088,1
22095,1
22189,1
22224,1
22251,1
22256,1
22259,1
22277,1
22283,1
22284,1
22285,1
22327,1
22355,1
22371,1
22377,1
22399,1
22400,1
22410,1
22427,1
22442,1
22466,1
22476,1
22501,1
22502,1
22521,1
22560,1
22580,1
22607,1
22611,1
22615,1
22633,1
22642,1
22715,1
22726,1
22759,1
22837,1
22872,1
22926,1
22942,1
22957,1
22962,1
23022,1
23026,1
23030,1
23039,1
23089,1
23118,1
23162,1
23192,1
23203,1
23220,1
23239,1
23246,1
23250,1
23304,1
23349,1
23360,1
23388,1
23426,1
23458,1
23460,1
23463,1
23489,1
23495,1
23496,1
23514,1
23517,1
23621,1
23626,1
23635,1
23641,1
23693,1
23731,1
23773,1
23813,1
23815,1
23820,1
23834,1
23841,1
23867,1
23897,1
23912,1
23913,1
23974,1
23988,1
24007,1
24060,1
24075,1
24093,1
24099,1
24108,1
24134,1
24136,1
24147,1
24178,1
24180,1
24186,1
24210,1
24214,1
24240,1
24265,1
24284,1
24290,1
24305,1
24337,1
24390,1
24413,1
24420,1
24421,1
24428,1
24431,1
24436,1
24483,1
24505,1
24575,1
24578,1
24590,1
24612,1
24650,1
24693,1
24703,1
24709,1
24715,1
24759,1
24770,1
24776,1
24780,1
24791,1
24808,1
24852,1
24897,1
24936,1
24967,1
24993,1
25035,1
25055,1
25062,1
25076,1
25088,1
25089,1
25101,1
25122,1
25123,1
25141,1
25178,1
25203,1
25222,1
25225,1
25295,1
25306,1
25312,1
25316,1
25320,1
25352,1
25362,1
25365,1
25408,1
25422,1
25468,1
25482,1
25502,1
25511,1
25526,1
25530,1
25533,1
25542,1
25576,1
25584,1
25615,1
25617,1
25632,1
25639,1
25647,1
25697,1
25735,1
25825,1
25836,1
25837,1
25847,1
25867,1
25873,1
25893,1
25915,1
25940,1
25958,1
25981,1
25985,1
25998,1
26012,1
26021,1
26026,1
26057,1
26066,1
26070,1
26088,1
26181,1
26242,1
26290,1
26298,1
26309,1
26320,1
26325,1
26328,1
26359,1
26386,1
26406,1
26411,1
26428,1
26437,1
26496,1
26542,1
26551,1
26553,1
26554,1
26557,1
26571,1
26574,1
26590,1
26632,1
26656,1
26701,1
26760,1
26766,1
26786,1
26795,1
26797,1
26805,1
26878,1
26894,1
26896,1
26923,1
26926,1
26939,1
26981,1
26987,1
26990,1
27011,1
27017,1
27025,1
27039,1
27042,1
27048,1
27072,1
27078,1
27105,1
27107,1
27120,1
27124,1
27141,1
27145,1
27174,1
27184,1
27192,1
27205,1
27259,1
27262,1
27326,1
27330,1
27332,1
27360,1
27424,1
27478,1
27483,1
27499,1
27501,1
27506,1
27537,1
27567,1
27590,1
27592,1
27603,1
27649,1
27675,1
27676,1
27691,1
27694,1
27698,1
27706,1
27710,1
27721,1
27778,1
27806,1
27862,1
27871,1
27893,1
27931,1
27933,1
27941,1
27943,1
27970,1
27971,1
27993,1
28005,1
28043,1
28046,1
28049,1
28076,1
28089,1
28101,1
28103,1
28161,1
28185,1
28245,1
28265,1
28267,1
28269,1
28334,1
28340,1
28345,1
28356,1
28363,1
28377,1
28414,1
28421,1
28494,1
28502,1
28532,1
28564,1
28604,1
28616,1
28621,1
28627,1
28634,1
28654,1
28659,1
28669,1
28680,1
28681,1
28717,1
28720,1
28744,1
28745,1
28791,1
28792,1
28813,1
28822,1
28826,1
28827,1
28860,1
28866,1
28935,1
28950,1
28953,1
28956,1
28965,1
28976,1
28999,1
29024,1
29030,1
29037,1
29121,1
29177,1
29179,1
29213,1
29228,1
29242,1
29257,1
29276,1
29322,1
29335,1
29339,1
29370,1
29371,1
29394,1
29398,1
29406,1
29413,1
29435,1
29459,1
29471,1
29472,1
29508,1
29523,1
29579,1
29585,1
29600,1
29620,1
29640,1
29642,1
29677,1
29704,1
29709,1
29718,1
29729,1
29755,1
29795,1
29798,1
29807,1
29808,1
29812,1
29831,1
29834,1
29837,1
29841,1
29848,1
29855,1
29861,1
29868,1
29933,1
29939,1
29948,1
29950,1
29961,1
29977,1
30036,1
30080,1
30112,1
30159,1
30176,1
30181,1
30233,1
30244,1
30249,1
30254,1
30289,1
30294,1
30316,1
30332,1
30343,1
30349,1
30357,1
30385,1
30386,1
30395,1
30419,1
30429,1
30439,1
30523,1
30524,1
30546,1
30547,1
30574,1
30594,1
30598,1
30601,1
30604,1
30633,1
30672,1
30676,1
30677,1
30709,1
30714,1
30718,1
30726,1
30736,1
30766,1
30791,1
30803,1
30808,1
30886,1
30894,1
30901,1
30950,1
30954,1
30969,1
30978,1
30987,1
31033,1
31043,1
31068,1
31072,1
31106,1
31108,1
31122,1
31124,1
31130,1
31170,1
31196,1
31224,1
31272,1
31282,1
31309,1
31319,1
31325,1
31348,1
31356,1
31379,1
31429,1
31456,1
31475,1
31479,1
31482,1
31506,1
31508,1
31512,1
31535,1
31542,1
31614,1
31618,1
31623,1
31646,1
31669,1
31677,1
31685,1
31705,1
31737,1
31774,1
31790,1
31796,1
31805,1
31814,1
31822,1
31833,1
31839,1
31877,1
31888,1
31890,1
31919,1
31925,1
31953,1
31978,1
32018,1
32047,1
32088,1
32104,1
32120,1
32147,1
32151,1
32171,1
32173,1
32182,1
32187,1
32204,1
32208,1
32235,1
32297,1
32346,1
32367,1
32403,1
32413,1
32478,1
32487,1
32519,1
32557,1
32563,1
32595,1
32601,1
32658,1
32684,1
32698,1
32738,1
32739,1
32794,1
32842,1
32854,1
32861,1
32881,1
32887,1
32904,1
32907,1
32917,1
32927,1
32986,1
33027,1
33033,1
33034,1
33041,1
33101,1
33125,1
33148,1
33165,1
33208,1
33256,1
33263,1
33280,1
33292,1
33304,1
33315,1
33357,1
33364,1
33370,1
33376,1
33416,1
33438,1
33443,1
33448,1
33449,1
33463,1
33464,1
33490,1
33507,1
33533,1
33558,1
33560,1
33582,1
33586,1
33603,1
33606,1
33647,1
33676,1
33693,1
33703,1
33730,1
33735,1
33784,1
33831,1
33843,1
33851,1
33853,1
33857,1
33865,1
33872,1
33888,1
33897,1
33918,1
33928,1
33979,1
33980,1
33986,1
34001,1
34009,1
34021,1
34067,1
34069,1
34099,1
34103,1
34109,1
34144,1
34171,1
34196,1
34276,1
34315,1
34377,1
34460,1
34503,1
34531,1
34578,1
34596,1
34664,1
34673,1
34676,1
34692,1
34725,1
34745,1
34753,1
34763,1
34769,1
34785,1
34787,1
34807,1
34867,1
34868,1
34880,1
34933,1
34943,1
34971,1
34985,1
34989,1
35006,1
35014,1
35077,1
35082,1
35115,1
35136,1
35142,1
35175,1
35199,1
35208,1
35214,1
35223,1
35242,1
35247,1
35249,1
35258,1
35261,1
35263,1
35292,1
35317,1
35356,1
35364,1
35375,1
35415,1
35423,1
35435,1
35450,1
35453,1
35487,1
35526,1
35537,1
35538,1
35613,1
35662,1
35685,1
35709,1
35713,1
35718,1
35729,1
35733,1
35773,1
35775,1
35788,1
35789,1
35794,1
35830,1
35838,1
35848,1
35866,1
35883,1
35892,1
35899,1
35909,1
35944,1
35960,1
35970,1
35983,1
35997,1
36025,1
36083,1
36088,1
36093,1
36129,1
36136,1
36146,1
36152,1
36153,1
36157,1
36174,1
36181,1
36221,1
36225,1
36278,1
36296,1
36313,1
36323,1
36342,1
36379,1
36399,1
36402,1
36405,1
36430,1
36448,1
36454,1
36474,1
36500,1
36542,1
36553,1
36601,1
36604,1
36610,1
36646,1
36665,1
36671,1
36674,1
36677,1
36737,1
36744,1
36795,1
36838,1
36846,1
36847,1
36872,1
36873,1
36876,1
36888,1
36894,1
36916,1
36942,1
36961,1
36979,1
36988,1
37005,1
37008,1
37012,1
37063,1
37116,1
37132,1
37161,1
37186,1
37209,1
37234,1
37282,1
37293,1
37298,1
37319,1
37355,1
37366,1
37398,1
37400,1
37401,1
37403,1
37418,1
37420,1
37429,1
37469,1
37480,1
37485,1
37489,1
37490,1
37496,1
37501,1
37550,1
37557,1
37621,1
37623,1
37670,1
37688,1
37703,1
37704,1
37711,1
37753,1
37780,1
37818,1
37821,1
37850,1
37869,1
37883,1
37902,1
37920,1
37937,1
37986,1
37990,1
38053,1
38055,1
38098,1
38103,1
38110,1
38113,1
38121,1
38123,1
38178,1
38190,1
38195,1
38201,1
38203,1
38212,1
38263,1
38266,1
38272,1
38296,1
38328,1
38331,1
38385,1
38392,1
38404,1
38408,1
38422,1
38430,1
38431,1
38471,1
38494,1
38526,1
38552,1
38639,1
38644,1
38666,1
38690,1
38699,1
38704,1
38727,1
38772,1
38794,1
38929,1
38983,1
39021,1
39036,1
39041,1
39069,1
39133,1
39175,1
39179,1
39197,1
39243,1
39294,1
39299,1
39313,1
39327,1
39339,1
39396,1
39405,1
39509,1
39514,1
39538,1
39546,1
39577,1
39629,1
39731,1
39751,1
39765,1
39769,1
39771,1
39781,1
39788,1
39791,1
39792,1
39808,1
39856,1
39859,1
39889,1
39907,1
39917,1
39947,1
39980,1
39995,1
40002,1
40006,1
40023,1
40122,1
40144,1
40179,1
40188,1
40199,1
40224,1
40276,1
40322,1
40355,1
40363,1
40373,1
40380,1
40425,1
40430,1
40486,1
40529,1
40541,1
40546,1
40551,1
40583,1
40614,1
40618,1
40623,1
40627,1
40650,1
40659,1
40660,1
40661,1
40709,1
40727,1
40776,1
40781,1
40783,1
40811,1
40837,1
40839,1
40840,1
40898,1
40904,1
40910,1
40916,1
40919,1
40941,1
40954,1
40963,1
40972,1
40980,1
41002,1
41051,1
41059,1
41080,1
41106,1
41117,1
41144,1
41215,1
41243,1
41248,1
41259,1
41262,1
41298,1
41357,1
41364,1
41391,1
41405,1
41423,1
41437,1
41461,1
41463,1
41465,1
41497,1
41499,1
41511,1
41524,1
41537,1
41658,1
41659,1
41700,1
41710,1
41734,1
41794,1
41817,1
41848,1
41871,1
41878,1
41880,1
41892,1
41930,1
41939,1
41951,1
41974,1
41991,1
41994,1
42020,1
42033,1
42046,1
42055,1
42086,1
42091,1
42123,1
42133,1
42140,1
42149,1
42160,1
42244,1
42257,1
42274,1
42283,1
42287,1
42316,1
42350,1
42404,1
42408,1
42434,1
42452,1
42463,1
42509,1
42525,1
42526,1
42531,1
42535,1
42539,1
42604,1
42632,1
42644,1
42645,1
42665,1
42666,1
42672,1
42683,1
42722,1
42753,1
42792,1
42798,1
42819,1
42824,1
42843,1
42867,1
42890,1
42898,1
42899,1
42909,1
42933,1
42942,1
42963,1
42972,1
42979,1
42993,1
43005,1
43006,1
43029,1
43079,1
43125,1
43126,1
43151,1
43152,1
43189,1
43191,1
43196,1
43201,1
43231,1
43232,1
43245,1
43286,1
43288,1
43291,1
43315,1
43347,1
43356,1
43365,1
43373,1
43450,1
43491,1
43525,1
43528,1
43560,1
43575,1
43619,1
43624,1
43635,1
43657,1
43660,1
43676,1
43678,1
43681,1
43683,1
43689,1
43692,1
43698,1
43724,1
43733,1
43750,1
43818,1
43855,1
43930,1
43935,1
43937,1
43948,1
44025,1
44048,1
44097,1
44102,1
44144,1
44153,1
44154,1
44155,1
44178,1
44182,1
44209,1
44226,1
44243,1
44245,1
44264,1
44313,1
44314,1
44342,1
44352,1
44378,1
44391,1
44403,1
44438,1
44475,1
44503,1
44515,1
44517,1
44535,1
44554,1
44556,1
44644,1
44659,1
44660,1
44666,1
44712,1
44729,1
44740,1
44797,1
44849,1
44859,1
44866,1
44941,1
44971,1
44983,1
45033,1
45062,1
45077,1
45082,1
45134,1
45140,1
45161,1
45177,1
45185,1
45252,1
45267,1
45274,1
45281,1
45295,1
45311,1
45377,1
45397,1
45473,1
45502,1
45504,1
45528,1
45543,1
45555,1
45565,1
45568,1
45570,1
45588,1
45614,1
45632,1
45732,1
45791,1
45841,1
45848,1
45852,1
45862,1
45881,1
45883,1
45921,1
45981,1
46024,1
46069,1
46072,1
46077,1
46117,1
46128,1
46145,1
46149,1
46160,1
46173,1
46192,1
46202,1
46204,1
46220,1
46237,1
46262,1
46362,1
46436,1
46440,1
46450,1
46483,1
46519,1
46558,1
46565,1
46586,1
46633,1
46636,1
46639,1
46656,1
46683,1
46699,1
46723,1
46759,1
46763,1
46780,1
46809,1
46818,1
46858,1
46870,1
46875,1
46880,1
46907,1
46908,1
46912,1
46926,1
46934,1
46937,1
46957,1
46963,1
46966,1
46981,1
47013,1
47031,1
47042,1
47046,1
47054,1
47059,1
47066,1
47073,1
47091,1
47104,1
47142,1
47146,1
47158,1
47189,1
47197,1
47240,1
47273,1
47300,1
47308,1
47347,1
47408,1
47410,1
47412,1
47464,1
47536,1
47555,1
47595,1
47615,1
47629,1
47647,1
47661,1
47717,1
47730,1
47775,1
47781,1
47811,1
47820,1
47825,1
47869,1
47871,1
47914,1
47945,1
47988,1
47991,1
47992,1
47993,1
48001,1
48031,1
48051,1
48052,1
48064,1
48115,1
48134,1
48148,1
48149,1
48234,1
48306,1
48338,1
48349,1
48354,1
48387,1
48393,1
48436,1
48482,1
48483,1
48484,1
48536,1
48545,1
48551,1
48585,1
48605,1
48628,1
48697,1
48730,1
48736,1
48778,1
48840,1
48884,1
48887,1
48900,1
48931,1
48964,1
48985,1
49017,1
49038,1
49055,1
49070,1
49071,1
49088,1
49092,1
49112,1
49116,1
49132,1
49173,1
49190,1
49196,1
49197,1
49271,1
49290,1
49294,1
49305,1
49306,1
49333,1
49337,1
49353,1
49360,1
49366,1
49368,1
49373,1
49376,1
49379,1
49380,1
49430,1
49462,1
49470,1
49489,1
49517,1
49532,1
49549,1
49556,1
49557,1
49614,1
49629,1
49633,1
49641,1
49696,1
49719,1
49726,1
49756,1
49758,1
49806,1
49881,1
49890,1
49900,1
49928,1
49944,1
49957,1
50007,1
50035,1
50055,1
50115,1
50123,1
50146,1
50157,1
50172,1
50191,1
50245,1
50256,1
50258,1
50271,1
50337,1
50367,1
50392,1
50427,1
50450,1
50455,1
50529,1
50547,1
50561,1
50565,1
50628,1
50639,1
50672,1
50681,1
50683,1
50692,1
50712,1
50746,1
50770,1
50771,1
50772,1
50806,1
50823,1
50824,1
50829,1
50831,1
50833,1
50866,1
50888,1
50892,1
50897,1
50908,1
50911,1
50925,1
50945,1
50960,1
50963,1
50970,1
50987,1
50993,1
51000,1
51013,1
51018,1
51022,1
51085,1
51089,1
51092,1
51106,1
51126,1
51130,1
51147,1
51149,1
51161,1
51169,1
51178,1
51195,1
51209,1
51227,1
51247,1
51252,1
51271,1
51325,1
51380,1
51384,1
51404,1
51420,1
51457,1
51469,1
51500,1
51521,1
51533,1
51555,1
51558,1
51569,1
51572,1
51614,1
51675,1
51676,1
51699,1
51707,1
51720,1
51746,1
51757,1
51766,1
51782,1
51806,1
51884,1
51891,1
51901,1
51903,1
51944,1
51948,1
51975,1
52000,1
52124,1
52136,1
52146,1
52149,1
52160,1
52166,1
52169,1
52187,1
52217,1
52228,1
52243,1
52260,1
52286,1
52343,1
52371,1
52377,1
52413,1
52459,1
52480,1
52506,1
52509,1
52515,1
52517,1
52519,1
52539,1
52546,1
52559,1
52592,1
52596,1
52612,1
52617,1
52690,1
52703,1
52748,1
52763,1
52790,1
52795,1
52846,1
52863,1
52877,1
52885,1
52887,1
52904,1
52931,1
52935,1
52960,1
52968,1
52976,1
52979,1
52996,1
53010,1
53022,1
53024,1
53030,1
53031,1
53045,1
53077,1
53082,1
53088,1
53091,1
53094,1
53119,1
53125,1
53133,1
53135,1
53140,1
53173,1
53192,1
53214,1
53221,1
53261,1
53271,1
53313,1
53324,1
53343,1
53456,1
53475,1
53481,1
53485,1
53505,1
53523,1
53525,1
53537,1
53542,1
53543,1
53581,1
53634,1
53642,1
53697,1
53720,1
53727,1
53785,1
53789,1
53798,1
53816,1
53880,1
53881,1
53889,1
53901,1
53912,1
53913,1
53929,1
53930,1
53948,1
53952,1
53954,1
53982,1
53998,1
54007,1
54024,1
54053,1
54062,1
54071,1
54169,1
54176,1
54219,1
54231,1
54237,1
54254,1
54312,1
54335,1
54358,1
54375,1
54385,1
54425,1
54442,1
54454,1
54467,1
54479,1
54491,1
54538,1
54572,1
54574,1
54578,1
54603,1
54606,1
54666,1
54674,1
54685,1
54695,1
54697,1
54751,1
54763,1
54772,1
54801,1
54810,1
54825,1
54863,1
54867,1
54878,1
54891,1
54893,1
54920,1
54966,1
54971,1
54976,1
55043,1
55054,1
55056,1
55059,1
55063,1
55102,1
55110,1
55125,1
55129,1
55137,1
55154,1
55171,1
55174,1
55216,1
55225,1
55243,1
55244,1
55245,1
55264,1
55272,1
55288,1
55293,1
55333,1
55388,1
55441,1
55462,1
55465,1
55501,1
55517,1
55553,1
55584,1
55592,1
55604,1
55633,1
55657,1
55662,1
